player_id,name,throws
605218,"Edwards Jr., Carl",R
695684,"Rodríguez, Elmer",R
694680,"Martin, Trevor",R
605483,"Snell, Blake",L
805299,"Garcia, Brandyn",L
676534,"Faucher, Calvin",R
702273,"Schultz, Noah",L
675989,"Bolton, Cody",R
689266,"Dodd, Dylan",L
681151,"Murray, Jayden",R
663941,"Beck, Tristan",R
690978,"Fulton, Dax",L
666201,"Manoah, Alek",R
657756,"Seabold, Connor",R
676664,"Sears, JP",L
592454,"Kahnle, Tommy",R
592836,"Walker, Taijuan",R
681432,"Little, Luke",L
547973,"Chapman, Aroldis",L
683409,"Chivilli, Angel",R
681810,"Warren, Austin",R
690155,"Pushard, Matt",R
601713,"Pivetta, Nick",R
548384,"Raley, Brooks",L
445276,"Jansen, Kenley",R
663485,"Sands, Cole",R
656945,"Scott, Tanner",L
687223,"Palmquist, Carson",L
691799,"Taylor, Grant",R
664744,"Espada, Jose",R
572955,"Johnson, Pierce",R
663558,"Morán, Jovani",L
663362,"Waldron, Matt",R
680728,"Del Castillo, Adrian",R
686930,"Barnett, Mason",R
607481,"Bummer, Aaron",L
622554,"Domínguez, Seranthony",R
593974,"Peralta, Wandy",L
623149,"Sewald, Paul",R
676596,"Fleming, Josh",L
643511,"Rogers, Tyler",R
680723,"Rom, Drew",L
802408,"Mautz, Brycen",L
696522,"Juenger, Hayden",R
701519,"Adams, Travis",R
518585,"Cruz, Fernando",R
605154,"Brebbia, John",R
666171,"Zeferjahn, Ryan",R
596133,"Weaver, Luke",R
804619,"Klein, John",R
691945,"Baumler, Carter",R
682445,"Gonzalez, Domingo",R
676760,"Marinaccio, Ron",R
605335,"Leibrandt, Brandon",L
701474,"Davitt, Duncan",R
695049,"Kerry, Brett",R
664126,"Fairbanks, Pete",R
687473,"Gusto, Ryan",R
606996,"Hart, Kyle",L
518886,"Kimbrel, Craig",R
669724,"Hanifee, Brenan",R
621112,"Blackburn, Paul",R
689520,"Laweryson, Cody",R
608337,"Giolito, Lucas",R
621381,"Strahm, Matt",L
683742,"Franco, Jose",R
678020,"Halvorsen, Seth",R
682243,"Miller, Bryce",R
665152,"Kremer, Dean",R
694341,"Beck, Brendan",R
668964,"Myers, Tobias",R
700413,"Uberstine, Tyler",R
694360,"Way, Beck",R
643410,"Leiter Jr., Mark",R
699823,"Davis, Tyler",R
664208,"Maton, Phil",R
671111,"Peralta, Sammy",L
676742,"Sanders, Cam",R
669060,"Wilson, Bryse",R
695445,"Lee, Chase",R
670950,"Richards, Trevor",R
669622,"Bender, Anthony",R
695034,"Morris, Kade",R
801434,"Gervase, Paul",R
640451,"Harvey, Hunter",R
686580,"Slaten, Justin",R
656222,"Beeks, Jalen",L
676568,"Vanasco, Ricky",R
676105,"Criswell, Jeff",R
806960,"Morales, Luis",R
